"SETTLEMENT_DATE","SETTLEMENT_PERIOD","ND","TSD","ENGLAND_WALES_DEMAND","EMBEDDED_WIND_GENERATION","EMBEDDED_WIND_CAPACITY","EMBEDDED_SOLAR_GENERATION","EMBEDDED_SOLAR_CAPACITY","NON_BM_STOR","PUMP_STORAGE_PUMPING","SCOTTISH_TRANSFER","IFA_FLOW","IFA2_FLOW","BRITNED_FLOW","MOYLE_FLOW","EAST_WEST_FLOW","NEMO_FLOW","NSL_FLOW","ELECLINK_FLOW","VIKING_FLOW","GREENLINK_FLOW"
"2026-01-01",1,25107,29668,23625,4252,6606,0,21504,0,455,2945,-1143,-610,989,-361,-527,209,677,-352,1021,-513
"2026-01-01",2,25881,30361,24341,4332,6606,0,21504,0,455,2909,-1132,-606,1005,-361,-453,243,648,-359,994,-514
"2026-01-01",3,25355,30681,23805,4361,6606,0,21504,0,546,3061,-1433,-594,844,-361,-524,343,667,-754,994,-514
"2026-01-01",4,24762,30225,23226,4390,6606,0,21504,0,629,2980,-1469,-589,837,-361,-531,346,650,-770,990,-514
"2026-01-01",5,24111,29092,22653,4351,6606,0,21504,0,834,3089,-1236,-431,949,-361,-531,146,413,-475,990,-513
"2026-01-01",6,23637,28521,22147,4312,6606,0,21504,0,787,3323,-1208,-423,953,-361,-531,139,359,-460,990,-514
"2026-01-01",7,22745,27909,21334,4306,6606,0,21504,0,1002,3649,-1030,-530,726,-361,-531,82,56,-596,990,-514
"2026-01-01",8,22061,27224,20657,4300,6606,0,21504,0,997,3778,-1007,-540,716,-361,-531,80,7,-613,990,-514
"2026-01-01",9,21715,27508,20229,4274,6606,0,21504,0,983,4063,-1174,-617,655,-361,-531,167,-126,-887,970,-514
"2026-01-01",10,21429,27288,19981,4248,6606,0,21504,0,988,4103,-1195,-624,652,-361,-531,164,-143,-903,968,-514
"2026-01-01",11,21099,27198,19657,4287,6606,0,21504,0,984,4180,-1032,-687,738,-361,-531,-387,-148,-855,985,-514
"2026-01-01",12,21047,27136,19640,4325,6606,0,21504,0,966,4338,-1011,-683,741,-361,-531,-412,-162,-849,986,-514
"2026-01-01",13,21525,27110,20093,4310,6606,0,21504,0,967,4176,-1047,-397,786,-361,-531,-45,-337,-786,976,-514
"2026-01-01",14,21786,27310,20377,4294,6606,0,21504,0,941,4349,-1050,-378,787,-361,-531,-20,-350,-780,975,-513
"2026-01-01",15,22674,27214,21229,4224,6606,0,21504,0,686,4344,-484,-406,799,-421,-531,641,-241,-658,985,-513
"2026-01-01",16,22862,27553,21399,4154,6606,0,21504,0,928,4378,-415,-397,799,-452,-531,676,-221,-633,986,-514
"2026-01-01",17,24036,27423,22496,4073,6606,2,21504,0,951,4390,-125,-30,665,-452,-531,833,-150,-35,986,-513
"2026-01-01",18,24747,28009,23154,3991,6606,225,21504,0,947,4242,-85,1,660,-452,-531,838,-133,14,986,-514
"2026-01-01",19,25425,28493,23709,3975,6606,896,21504,0,952,4078,597,210,599,-452,-531,726,-19,132,989,-514
"2026-01-01",20,25987,29028,24198,3958,6606,1682,21504,0,940,4142,706,232,596,-452,-531,722,-5,148,990,-513
"2026-01-01",21,26752,29799,24864,4013,6606,2287,21504,0,947,4259,970,532,405,-452,-531,739,-4,489,990,-513
"2026-01-01",22,26959,29994,25003,4068,6606,2879,21504,0,927,4323,1002,556,384,-452,-531,741,-12,510,990,-513
"2026-01-01",23,27178,30214,25172,4099,6606,3206,21504,0,832,4486,1003,687,3,-452,-531,1005,-107,515,991,-514
"2026-01-01",24,27697,30767,25570,4130,6606,3252,21504,0,869,4482,1003,703,1,-452,-531,1014,-105,525,994,-513
"2026-01-01",25,28878,31595,26716,4206,6606,3057,21504,0,620,4562,1416,970,306,-452,-531,1016,65,863,992,-514
"2026-01-01",26,29308,32123,27142,4282,6606,2603,21504,0,718,4521,1466,988,342,-452,-531,1016,84,883,991,-514
"2026-01-01",27,29551,32281,27378,4321,6606,2246,21504,0,634,4433,1496,982,834,-452,-531,1016,54,806,991,-513
"2026-01-01",28,29977,32498,27726,4360,6606,1816,21504,0,424,4369,1499,983,852,-452,-531,1016,79,802,992,-514
"2026-01-01",29,30357,32488,28131,4407,6606,1379,21504,0,34,4256,1482,992,317,-452,-531,981,451,834,992,-514
"2026-01-01",30,30466,32586,28309,4453,6606,993,21504,0,23,4216,1480,992,298,-452,-531,980,527,836,991,-514
"2026-01-01",31,31184,33295,28959,4454,6606,512,21504,0,14,3752,1502,992,920,-452,-531,996,901,803,991,-514
"2026-01-01",32,32188,34292,29797,4455,6606,105,21504,0,8,3366,1504,992,953,-452,-531,997,977,806,991,-513
"2026-01-01",33,33178,35279,30580,4415,6606,0,21504,0,5,3159,1504,992,701,-452,-531,986,1350,986,991,-513
"2026-01-01",34,34312,36409,31643,4375,6606,0,21504,0,1,3363,1504,992,692,-452,-531,985,1397,998,990,-513
"2026-01-01",35,35082,37181,32333,4322,6606,0,21504,0,3,3128,1504,992,1009,-452,-531,996,1397,997,991,-513
"2026-01-01",36,34820,36920,32231,4269,6606,0,21504,0,3,3237,1504,992,1021,-452,-531,997,1397,998,991,-514
"2026-01-01",37,34342,36442,31848,4281,6606,0,21504,0,3,3385,1504,992,1051,-452,-531,997,1397,998,991,-514
"2026-01-01",38,33772,35873,31268,4293,6606,0,21504,0,4,3416,1504,991,1052,-452,-531,997,1397,996,991,-514
"2026-01-01",39,33088,35200,30593,4204,6606,0,21504,0,4,3529,1427,960,1051,-452,-531,988,1397,916,991,-525
"2026-01-01",40,32298,34402,29801,4114,6606,0,21504,0,7,3604,1417,951,1051,-452,-531,988,1397,907,991,-514
"2026-01-01",41,31002,33107,28581,4090,6606,0,21504,0,8,3374,1272,722,1048,-452,-531,996,1397,777,991,-514
"2026-01-01",42,30312,32419,27842,4065,6606,0,21504,0,11,3099,1253,699,1048,-452,-531,996,1378,762,991,-513
"2026-01-01",43,29074,31181,26677,3992,6606,0,21504,0,10,3665,853,462,807,-452,-531,687,1141,518,991,-514
"2026-01-01",44,28250,30351,25900,3918,6606,0,21504,0,4,3721,803,444,797,-452,-531,668,1083,498,991,-514
"2026-01-01",45,26740,28849,24560,3841,6606,0,21504,0,12,3892,641,397,730,-452,-531,102,710,345,991,-514
"2026-01-01",46,25441,27804,23426,3763,6606,0,21504,0,266,4132,620,390,729,-452,-531,74,635,334,991,-514
"2026-01-01",47,24509,27429,22504,3770,6606,0,21504,0,823,4206,823,271,793,-452,-531,214,262,291,991,-514
"2026-01-01",48,23967,27298,22031,3776,6606,0,21504,0,1235,4329,851,276,795,-452,-531,219,186,298,986,-513
"2026-01-02",1,24638,27929,22657,3836,6606,0,21504,0,1025,4132,1379,709,790,-429,-531,182,-192,665,814,-514
"2026-01-02",2,25279,28783,23364,3895,6606,0,21504,0,1230,4328,1445,737,789,-361,-531,180,-268,688,800,-514
"2026-01-02",3,24599,28450,22686,3928,6606,0,21504,0,1226,4384,1410,663,440,-361,-500,150,-650,632,767,-514
"2026-01-02",4,24088,27936,22217,3960,6606,0,21504,0,1228,4269,1405,664,426,-361,-426,149,-719,626,768,-514
"2026-01-02",5,23737,27767,21917,3927,6606,0,21504,0,1037,4359,1029,874,721,-361,-524,126,-994,556,908,-514
"2026-01-02",6,23112,27261,21300,3893,6606,0,21504,0,1164,4174,984,875,729,-361,-473,125,-1028,559,913,-523
"2026-01-02",7,22444,26684,20673,3858,6606,0,21504,0,1209,4399,1053,415,282,-361,-526,118,-1030,804,692,-514
"2026-01-02",8,22201,26435,20388,3823,6606,0,21504,0,1209,4236,1062,381,260,-361,-531,118,-1019,816,667,-514
"2026-01-02",9,21842,25748,20085,3798,6606,0,21504,0,1029,4388,873,306,116,-361,-508,-9,-885,667,383,-514
"2026-01-02",10,21718,25581,19991,3772,6606,0,21504,0,1069,4507,850,307,110,-361,-467,-14,-838,649,361,-514
"2026-01-02",11,21838,25433,20147,3721,6606,0,21504,0,927,4354,556,540,-142,-361,-330,-269,-452,348,298,-514
"2026-01-02",12,22527,25784,20807,3669,6606,0,21504,0,636,4361,520,557,-153,-361,-340,-279,-375,329,295,-513
"2026-01-02",13,24117,26322,22279,3600,6606,0,21504,0,15,4075,389,568,183,-361,-226,-489,3,322,372,-514
"2026-01-02",14,25200,27435,23316,3530,6606,0,21504,0,12,3915,377,568,198,-361,-251,-497,80,332,392,-514
"2026-01-02",15,27068,28952,24972,3428,6606,0,21504,0,12,3688,1221,541,149,-338,-130,-302,452,716,945,-502
"2026-01-02",16,28028,30050,26023,3326,6606,0,21504,0,12,3764,1327,551,160,-430,-179,-288,527,746,985,-513
"2026-01-02",17,30119,31943,28035,3283,6606,3,21504,0,12,4035,1444,964,941,-452,-246,280,901,944,985,-514
"2026-01-02",18,31484,33269,29317,3240,6606,284,21504,0,8,4201,1458,992,997,-406,-257,313,977,958,985,-514
"2026-01-02",19,32608,34586,30213,3248,6606,1475,21504,0,8,3880,1500,992,1045,-449,-407,812,1350,995,992,-514
"2026-01-02",20,32481,34579,30010,3255,6606,2964,21504,0,9,3301,1505,992,1047,-452,-523,835,1398,998,992,-514
"2026-01-02",21,32207,34255,29653,3293,6606,4489,21504,0,8,3556,1505,992,1047,-451,-475,844,1397,997,992,-514
"2026-01-02",22,31536,33542,28923,3330,6606,5666,21504,0,9,3664,1505,989,1047,-452,-431,844,1397,996,992,-514
"2026-01-02",23,31535,33319,28797,3266,6606,6487,21504,0,13,4029,1345,883,997,-406,-283,972,1397,939,992,-482
"2026-01-02",24,31552,33301,28683,3202,6606,6866,21504,0,13,3658,1324,877,996,-450,-173,977,1397,934,992,-513
"2026-01-02",25,31434,33214,28469,3176,6606,6890,21504,0,13,3525,1481,905,921,-452,-201,999,1397,910,992,-514
"2026-01-02",26,30998,32783,28091,3150,6606,6710,21504,0,9,3054,1501,908,919,-452,-210,1000,1397,909,992,-514
"2026-01-02",27,31849,33565,28878,3011,6606,6006,21504,0,9,3558,1467,935,1018,-452,-159,797,1397,951,985,-496
"2026-01-02",28,32134,33779,29148,2872,6606,5068,21504,0,10,3837,1464,937,988,-452,-70,790,1397,954,985,-513
"2026-01-02",29,32785,34478,29702,2773,6606,4019,21504,0,12,4165,1475,933,493,-452,-194,857,1397,995,985,-435
"2026-01-02",30,34258,36027,31225,2674,6606,2626,21504,0,16,3995,1476,934,497,-427,-310,859,1397,994,985,-416
"2026-01-02",31,35840,37685,32707,2707,6606,1005,21504,0,15,4305,1503,977,1020,-407,-460,730,1397,860,985,-363
"2026-01-02",32,37053,39118,33989,2739,6606,147,21504,0,8,4283,1506,977,1046,-451,-531,726,1398,852,994,-475
"2026-01-02",33,38278,40285,35140,2731,6606,0,21504,0,5,4270,1506,877,998,-451,-531,634,1397,870,1218,-420
"2026-01-02",34,39928,42014,36680,2722,6606,0,21504,0,0,4322,1506,872,997,-452,-531,631,1397,872,1239,-503
"2026-01-02",35,41154,43251,37783,2762,6606,0,21504,0,0,4176,1505,934,1045,-452,-531,804,1398,874,1412,-514
"2026-01-02",36,41156,43252,37852,2802,6606,0,21504,0,0,4291,1506,938,1046,-451,-531,810,1397,878,1424,-514
"2026-01-02",37,40524,42621,37439,2883,6606,0,21504,0,0,4309,1506,930,1046,-452,-531,705,1398,989,1425,-514
"2026-01-02",38,39659,41755,36664,2963,6606,0,21504,0,0,4222,1506,928,1046,-451,-531,701,1397,996,1425,-514
"2026-01-02",39,38839,40938,35980,2979,6606,0,21504,0,3,4158,1452,859,1046,-451,-531,753,1397,974,1425,-514
"2026-01-02",40,37528,39633,34742,2994,6606,0,21504,0,8,4048,1446,853,1047,-452,-531,750,1398,970,1425,-514
"2026-01-02",41,36462,38565,33788,3021,6606,0,21504,0,7,4074,1337,805,1040,-451,-531,231,1397,879,1424,-514
"2026-01-02",42,35327,37430,32766,3047,6606,0,21504,0,12,3934,1323,789,1045,-452,-525,206,1397,860,1425,-514
"2026-01-02",43,33661,35743,31251,3134,6606,0,21504,0,12,3856,725,338,1047,-452,-413,-91,1398,428,1425,-514
"2026-01-02",44,32533,34369,30245,3221,6606,0,21504,0,10,3673,651,306,1047,-406,-262,-103,1397,399,1424,-455
"2026-01-02",45,30540,32619,28412,3276,6606,0,21504,0,10,3485,633,273,926,-450,-121,-390,1397,370,1397,-508
"2026-01-02",46,29364,31504,27366,3331,6606,0,21504,0,8,3540,631,265,918,-452,-191,-402,1397,366,1384,-487
"2026-01-02",47,27671,29897,25644,3374,6606,0,21504,0,7,3500,445,51,441,-452,-316,-346,1397,327,944,-505
"2026-01-02",48,26765,29146,24778,3417,6606,0,21504,0,7,3570,423,36,418,-452,-466,-342,1397,323,918,-514
"2026-01-03",1,26819,28862,24824,3502,6606,0,21504,0,7,3690,592,0,352,-452,-470,27,1397,271,1099,-514
"2026-01-03",2,27327,29214,25407,3587,6606,0,21504,0,16,3682,614,1,351,-429,-328,42,1385,269,1115,-514
"2026-01-03",3,26780,29224,24982,3642,6606,0,21504,0,592,3750,702,128,705,-362,-376,167,1234,329,1224,-514
"2026-01-03",4,26033,29069,24331,3697,6606,0,21504,0,1208,3824,713,137,719,-361,-354,172,1197,333,1225,-513
"2026-01-03",5,25281,28467,23659,3742,6606,0,21504,0,1246,3939,684,164,659,-362,-464,193,971,331,884,-514
"2026-01-03",6,24861,28087,23319,3787,6606,0,21504,0,1238,4132,680,167,655,-361,-514,194,932,330,855,-513
"2026-01-03",7,24408,27612,22906,3753,6606,0,21504,0,1234,4002,516,220,399,-361,-496,202,790,325,712,-513
"2026-01-03",8,23850,27071,22367,3719,6606,0,21504,0,1233,4062,495,218,389,-361,-513,202,751,323,696,-514
"2026-01-03",9,23469,26605,21998,3630,6606,0,21504,0,1213,4235,341,27,264,-361,-448,122,480,259,549,-514
"2026-01-03",10,23350,26413,21824,3541,6606,0,21504,0,1217,4208,322,18,259,-361,-371,119,417,255,535,-514
"2026-01-03",11,22843,25766,21353,3598,6606,0,21504,0,1213,4483,233,155,105,-361,-220,-15,43,239,414,-514
"2026-01-03",12,22942,25727,21519,3654,6606,0,21504,0,1194,4574,221,167,102,-361,-96,-20,14,239,402,-514
"2026-01-03",13,23925,26272,22384,3694,6606,0,21504,0,858,4488,188,241,131,-372,-2,-1,236,253,272,-514
"2026-01-03",14,24758,26796,23099,3733,6606,0,21504,0,529,4622,185,250,133,-395,0,0,293,256,258,-514
"2026-01-03",15,25980,27426,24216,3755,6606,0,21504,0,74,4321,304,398,301,-258,0,119,665,319,75,-514
"2026-01-03",16,27139,28407,25247,3777,6606,0,21504,0,16,4157,319,406,308,-138,0,124,724,323,65,-514
"2026-01-03",17,28864,30188,26812,3754,6606,5,21504,0,11,3944,441,324,425,-199,0,412,874,335,157,-514
"2026-01-03",18,30070,31526,27842,3730,6606,328,21504,0,9,3859,456,324,431,-333,0,423,915,344,171,-514
"2026-01-03",19,31412,33037,28964,3653,6606,1557,21504,0,9,3627,851,550,816,-444,-58,586,1196,593,389,-514
"2026-01-03",20,31534,33266,28975,3576,6606,3242,21504,0,9,3379,899,566,833,-450,-159,592,1214,610,408,-514
"2026-01-03",21,31461,33153,28766,3502,6606,4669,21504,0,8,3755,839,591,652,-450,-120,704,999,638,505,-514
"2026-01-03",22,31316,33069,28542,3427,6606,5822,21504,0,7,4037,832,592,645,-450,-183,708,965,642,509,-513
"2026-01-03",23,30820,32613,28022,3388,6606,6628,21504,0,7,4071,891,567,762,-450,-222,744,876,695,407,-514
"2026-01-03",24,30465,32295,27740,3349,6606,7006,21504,0,7,4316,898,568,766,-450,-259,746,856,698,399,-514
"2026-01-03",25,30482,32285,27729,3456,6606,6858,21504,0,7,4406,1001,633,647,-450,-233,795,745,677,399,-513
"2026-01-03",26,30531,32377,27941,3562,6606,6677,21504,0,7,4376,1014,637,642,-450,-275,797,723,677,398,-514
"2026-01-03",27,30629,32445,28095,3510,6606,6286,21504,0,7,4349,994,600,422,-450,-246,623,619,730,338,-513
"2026-01-03",28,31101,32960,28464,3457,6606,5431,21504,0,10,4344,991,594,413,-450,-285,617,616,725,329,-514
"2026-01-03",29,31538,33417,28909,3353,6606,4252,21504,0,12,4277,817,458,362,-450,-303,578,745,438,162,-514
"2026-01-03",30,32979,34989,30238,3249,6606,2856,21504,0,12,4119,795,449,360,-450,-434,577,758,421,161,-514
"2026-01-03",31,34509,36561,31626,3139,6606,1150,21504,0,13,4148,754,444,300,-450,-476,417,720,465,577,-513
"2026-01-03",32,35570,37680,32565,3029,6606,159,21504,0,16,4246,751,446,302,-450,-531,414,742,472,613,-513
"2026-01-03",33,37413,39522,34200,3043,6606,1,21504,0,14,3941,1060,501,792,-450,-531,843,1080,596,889,-514
"2026-01-03",34,39028,41126,35771,3057,6606,0,21504,0,3,4158,1098,510,816,-450,-531,861,1131,605,916,-514
"2026-01-03",35,40635,42736,37357,3072,6606,16,21504,0,6,4130,1337,691,1040,-450,-531,864,1238,626,1220,-514
"2026-01-03",36,40792,42893,37495,3087,6606,0,21504,0,6,4201,1365,707,1049,-450,-531,864,1261,632,1244,-514
"2026-01-03",37,40315,42418,37057,3115,6606,0,21504,0,8,4015,1152,831,1059,-450,-531,744,1382,796,1333,-514
"2026-01-03",38,39661,41764,36379,3143,6606,0,21504,0,8,3999,1126,836,1059,-450,-531,739,1397,801,1340,-514
"2026-01-03",39,38560,40671,35425,3156,6606,0,21504,0,17,4022,1222,713,1054,-450,-531,644,1397,597,1369,-513
"2026-01-03",40,37427,39542,34416,3168,6606,0,21504,0,20,4143,1233,700,1054,-450,-531,642,1397,581,1371,-514
"2026-01-03",41,36426,38538,33478,3169,6606,0,21504,0,17,3960,769,507,1008,-450,-531,920,1397,488,1307,-514
"2026-01-03",42,35483,37596,32577,3170,6606,0,21504,0,18,4024,710,491,1007,-450,-531,931,1398,485,1302,-514
"2026-01-03",43,34174,36285,31348,3115,6606,0,21504,0,15,4000,835,401,862,-450,-531,839,1397,568,1276,-515
"2026-01-03",44,33242,35358,30507,3060,6606,0,21504,0,21,3911,851,395,857,-450,-531,835,1397,572,1273,-514
"2026-01-03",45,31861,33975,29264,3037,6606,0,21504,0,19,3948,967,414,891,-450,-531,592,1397,525,1240,-514
"2026-01-03",46,30599,32711,28089,3014,6606,0,21504,0,18,3907,981,416,892,-450,-531,583,1374,520,1223,-513
"2026-01-03",47,28647,30792,26212,2990,6606,0,21504,0,50,4024,887,434,884,-450,-531,418,1079,439,705,-514
"2026-01-03",48,27984,30329,25587,2966,6606,0,21504,0,285,3922,876,431,883,-450,-497,412,1037,432,671,-513
"2026-01-04",1,27899,30100,25502,2890,6606,0,21504,0,287,3798,808,302,820,-438,-362,318,973,408,751,-514
"2026-01-04",2,28661,30760,26377,2813,6606,0,21504,0,301,4025,800,295,817,-352,-333,314,966,406,759,-513
"2026-01-04",3,28415,30906,26140,2748,6606,0,21504,0,469,3942,827,393,787,-437,-471,444,976,397,826,-514
"2026-01-04",4,27714,30277,25473,2682,6606,0,21504,0,586,4040,830,400,786,-451,-412,449,976,397,830,-514
"2026-01-04",5,27136,29655,24853,2630,6606,0,21504,0,528,3989,1043,419,712,-451,-426,476,965,397,797,-514
"2026-01-04",6,26686,29252,24439,2577,6606,0,21504,0,611,3996,1069,418,709,-451,-391,477,965,395,789,-513
"2026-01-04",7,26338,28884,24128,2505,6606,0,21504,0,562,3935,1090,365,763,-451,-420,506,982,348,608,-513
"2026-01-04",8,25673,28255,23440,2433,6606,0,21504,0,641,3927,1092,363,766,-451,-377,506,974,346,591,-513
"2026-01-04",9,25302,28088,23099,2373,6606,0,21504,0,878,4090,875,399,709,-451,-344,522,843,382,420,-513
"2026-01-04",10,25041,27757,22784,2313,6606,0,21504,0,882,4053,848,402,707,-451,-269,523,822,386,407,-514
"2026-01-04",11,25008,27568,22712,2252,6606,0,21504,0,879,4149,653,420,443,-451,-117,476,768,423,365,-513
"2026-01-04",12,24847,27304,22638,2190,6606,0,21504,0,831,4226,629,418,432,-451,-62,474,766,423,361,-513
"2026-01-04",13,25496,27502,23251,2145,6606,0,21504,0,305,4135,465,303,451,-436,-151,302,833,306,355,-514
"2026-01-04",14,26222,28365,23853,2099,6606,0,21504,0,277,3932,444,289,433,-450,-302,296,812,295,347,-514
"2026-01-04",15,27262,29396,24824,2065,6606,0,21504,0,277,3888,301,91,2,-450,-293,382,439,173,89,-514
"2026-01-04",16,28103,30187,25616,2031,6606,0,21504,0,237,3765,284,81,0,-450,-283,385,420,168,70,-514
"2026-01-04",17,29561,31476,26832,1994,6606,5,21504,0,12,3676,573,197,140,-450,-339,283,769,294,43,-514
"2026-01-04",18,30937,32962,28153,1956,6606,333,21504,0,9,3860,610,220,157,-450,-452,280,842,316,51,-514
"2026-01-04",19,32574,34595,29649,1958,6606,1559,21504,0,8,3496,1211,726,772,-450,-449,623,1216,813,406,-514
"2026-01-04",20,32700,34794,29643,1959,6606,3242,21504,0,6,3222,1287,763,806,-450,-524,636,1242,843,436,-514
"2026-01-04",21,33028,35128,29876,1843,6606,4695,21504,0,5,3273,1375,863,1015,-450,-531,785,982,776,646,-514
"2026-01-04",22,32950,35050,29707,1726,6606,5662,21504,0,5,3256,1386,867,1022,-450,-531,790,939,768,662,-514
"2026-01-04",23,32905,35005,29636,1641,6606,6443,21504,0,5,3149,1377,795,1046,-450,-531,562,801,688,680,-514
"2026-01-04",24,32905,35005,29560,1555,6606,6591,21504,0,5,3130,1375,795,1046,-450,-531,554,787,689,686,-514
"2026-01-04",25,34083,36183,30631,1589,6606,6637,21504,0,5,3177,1482,980,1046,-450,-531,910,823,892,771,-514
"2026-01-04",26,34406,36506,30908,1623,6606,6286,21504,0,5,2966,1495,990,1046,-450,-531,924,801,905,771,-514
"2026-01-04",27,34673,36773,31170,1586,6606,5619,21504,0,5,3128,1476,923,902,-450,-531,857,481,901,536,-514
"2026-01-04",28,35382,37482,31746,1548,6606,4820,21504,0,5,2861,1471,912,889,-450,-531,849,413,897,516,-514
"2026-01-04",29,35725,37825,32131,1514,6606,3594,21504,0,5,3012,1129,649,296,-450,-531,333,50,745,372,-514
"2026-01-04",30,36933,39035,33373,1479,6606,2260,21504,0,7,2945,1085,620,264,-450,-531,308,4,734,351,-514
"2026-01-04",31,38169,40399,34646,1530,6606,1017,21504,0,9,2996,677,243,113,-450,-531,-81,-3,692,-42,-514
"2026-01-04",32,39516,41789,35755,1581,6606,167,21504,0,14,2960,627,217,107,-450,-531,-96,-1,681,-67,-514
"2026-01-04",33,41181,43289,37259,1674,6606,0,21504,0,12,2984,638,203,234,-450,-531,56,38,367,-1,-514
"2026-01-04",34,42613,44719,38611,1767,6606,0,21504,0,11,2834,640,203,239,-450,-531,61,61,346,0,-514
"2026-01-04",35,43213,45316,39252,1774,6606,0,21504,0,8,2625,517,221,183,-450,-531,204,289,291,41,-514
"2026-01-04",36,43377,45477,39505,1781,6606,0,21504,0,5,2686,501,221,181,-450,-531,209,324,288,44,-514
"2026-01-04",37,42781,44880,38983,1802,6606,0,21504,0,4,2774,435,181,150,-450,-531,84,397,273,0,-514
"2026-01-04",38,41587,43687,37862,1822,6606,0,21504,0,5,2617,428,173,149,-450,-531,80,408,267,7,-514
"2026-01-04",39,40613,42728,36982,1909,6606,0,21504,0,11,3083,231,0,103,-450,-531,-9,442,83,338,-514
"2026-01-04",40,39889,42024,36278,1996,6606,0,21504,0,12,2896,207,-14,102,-450,-531,-14,417,68,363,-514
"2026-01-04",41,38942,41301,35438,1941,6606,0,21504,0,12,2989,198,-38,102,-450,-531,-125,43,-89,406,-514
"2026-01-04",42,37592,39982,34165,1885,6606,0,21504,0,12,2884,197,-50,102,-450,-531,-129,-4,-100,409,-514
"2026-01-04",43,35837,38885,32579,1834,6606,0,21504,0,12,3174,-68,-400,2,-450,-531,-276,-4,-193,393,-514
"2026-01-04",44,34628,37747,31618,1783,6606,0,21504,0,12,3287,-98,-428,0,-450,-531,-281,-4,-202,370,-513
"2026-01-04",45,32813,36952,29958,1751,6606,0,21504,0,11,3371,-283,-538,-248,-450,-471,-272,-4,-342,-406,-514
"2026-01-04",46,31098,35193,28320,1719,6606,0,21504,0,25,3487,-308,-541,-270,-448,-321,-272,-2,-342,-461,-505
"2026-01-04",47,29311,33890,26633,1714,6606,0,21504,0,586,3628,-663,-372,-482,-380,-177,-268,12,-24,-515,-512
"2026-01-04",48,28262,33323,25715,1709,6606,0,21504,0,1225,3483,-708,-357,-490,-298,-86,-268,24,-1,-517,-511
"2026-01-05",1,28743,33869,26241,1710,6606,0,21504,0,1216,3533,-758,-221,-535,-422,-187,-236,152,70,-438,-513
"2026-01-05",2,29345,34414,26899,1710,6606,0,21504,0,1205,3720,-764,-212,-536,-451,-120,-235,164,73,-432,-514
"2026-01-05",3,28993,34138,26481,1696,6606,0,21504,0,1210,3782,-794,-202,-486,-451,-218,-252,111,30,-418,-514
"2026-01-05",4,28692,33798,26211,1681,6606,0,21504,0,1193,3930,-798,-208,-484,-451,-189,-253,98,28,-416,-514
"2026-01-05",5,28164,33531,25664,1679,6606,0,21504,0,1191,3679,-830,-449,-544,-451,-283,-143,7,39,-362,-514
"2026-01-05",6,27767,33090,25285,1676,6606,0,21504,0,1193,3562,-834,-462,-547,-451,-216,-139,-4,39,-363,-514
"2026-01-05",7,27386,32891,24914,1616,6606,0,21504,0,1183,3511,-909,-338,-573,-451,-265,-122,-4,37,-546,-514
"2026-01-05",8,27053,32619,24517,1556,6606,0,21504,0,1173,3273,-918,-338,-574,-451,-288,-121,-31,26,-558,-514
"2026-01-05",9,26844,33442,24319,1583,6606,0,21504,0,1171,3619,-1072,-623,-636,-451,-185,-120,-371,-368,-487,-514
"2026-01-05",10,26823,33597,24266,1610,6606,0,21504,0,1164,3359,-1091,-652,-638,-433,-214,-135,-444,-407,-497,-499
"2026-01-05",11,27166,35504,24639,1609,6606,0,21504,0,586,3699,-1126,-1003,-573,-303,-80,-883,-829,-922,-1037,-396
"2026-01-05",12,28158,36062,25498,1607,6606,0,21504,0,80,4057,-1129,-1027,-571,-205,0,-917,-879,-951,-1074,-471
"2026-01-05",13,30797,37367,27979,1648,6606,0,21504,0,18,4160,-867,-1027,-493,-99,0,-294,-904,-801,-1068,-399
"2026-01-05",14,33362,40016,30362,1688,6606,0,21504,0,18,3972,-834,-1025,-477,-212,0,-263,-879,-793,-1065,-488
"2026-01-05",15,36112,41459,32660,1759,6606,0,21504,0,18,3776,-379,-936,-107,-257,0,-168,-519,-868,-1051,-444
"2026-01-05",16,38195,43559,34514,1829,6606,0,21504,0,16,3424,-322,-916,-104,-398,0,-165,-444,-855,-1036,-508
"2026-01-05",17,40380,43608,36476,1771,6606,1,21504,0,14,3171,-215,-435,-2,-437,-62,-75,-67,-255,-553,-513
"2026-01-05",18,41209,44305,37300,1713,6606,240,21504,0,14,3069,-203,-394,0,-343,-212,-72,-11,-208,-525,-514
"2026-01-05",19,42771,45768,38710,1677,6606,1144,21504,0,14,3087,-158,-107,-99,-430,-364,-3,99,105,-708,-514
"2026-01-05",20,42772,45920,38597,1641,6606,2571,21504,0,14,2981,-153,-104,-104,-451,-483,0,122,121,-725,-514
"2026-01-05",21,42138,45955,37983,1574,6606,4150,21504,0,11,2623,-250,-717,135,-451,-393,110,240,8,-881,-514
"2026-01-05",22,41328,45235,37359,1506,6606,5344,21504,0,12,1966,-261,-764,155,-450,-411,113,249,5,-895,-514
"2026-01-05",23,40757,44941,36808,1443,6606,6257,21504,0,13,1640,298,-963,2,-450,-405,-211,176,164,-1028,-514
"2026-01-05",24,40400,44690,36410,1380,6606,6783,21504,0,13,1294,390,-975,0,-451,-481,-221,156,169,-1035,-514
"2026-01-05",25,40672,44760,36526,1413,6606,7067,21504,0,13,1273,-256,-935,0,-451,-388,230,14,10,-931,-514
"2026-01-05",26,40513,44823,36409,1445,6606,6895,21504,0,13,1318,-355,-930,-38,-451,-479,250,-4,8,-926,-514
